post_id,item_id,topic,final_sentiment,split,artificial_intelligence_unigram_score,artificial_intelligence_bigram_score,artificial_intelligence_positional_score,artificial_intelligence_custom_score,artificial_intelligence_matched_unigram_count,artificial_intelligence_matched_bigram_count,climate_change_unigram_score,climate_change_bigram_score,climate_change_positional_score,climate_change_custom_score,climate_change_matched_unigram_count,climate_change_matched_bigram_count,cryptocurrency_unigram_score,cryptocurrency_bigram_score,cryptocurrency_positional_score,cryptocurrency_custom_score,cryptocurrency_matched_unigram_count,cryptocurrency_matched_bigram_count,cybersecurity_unigram_score,cybersecurity_bigram_score,cybersecurity_positional_score,cybersecurity_custom_score,cybersecurity_matched_unigram_count,cybersecurity_matched_bigram_count
47430786,36,Artificial Intelligence,negative,train,0.374387,0.0,0.109146,0.222285,1,0,0.126074,0.0,0.190152,0.097863,1,0,0.170317,0.0,0.12381,0.112246,1,0,0.091968,0.0,0.053659,0.058631,1,0
47054845,37,Artificial Intelligence,neutral,train,0.388434,0.361276,0.066234,0.331957,6,3,0.197542,0.0,0.181818,0.135921,1,3,0.060364,0.0,0.037415,0.038812,1,3,0.223671,0.0,0.089431,0.136434,1,3
47552815,38,Artificial Intelligence,neutral,test,0.558255,1.0,0.135049,0.627298,3,1,0.0,0.0,0.0,0.0,0,1,0.060364,0.0,0.22449,0.066874,1,1,0.0,0.0,0.0,0.0,0,1
47475499,39,Artificial Intelligence,neutral,train,0.430364,1.0,0.192709,0.565606,5,1,0.169885,0.0,0.033766,0.098502,1,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
47306185,40,Artificial Intelligence,neutral,train,0.670192,1.0,0.059684,0.677558,2,1,0.186351,0.0,0.618182,0.19522,1,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
47255735,41,Artificial Intelligence,neutral,train,0.670192,1.0,0.113796,0.685675,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.253553,0.0,1.0,0.289454,1,1
47179507,42,Artificial Intelligence,neutral,train,0.46678,1.0,0.224735,0.590439,4,1,0.172909,0.0,0.594886,0.184333,2,1,0.183678,0.0,0.45,0.168523,2,1,0.142664,0.0,0.35122,0.131148,2,1
47134171,43,Artificial Intelligence,neutral,train,0.527902,1.0,0.276762,0.63186,4,1,0.0,0.0,0.0,0.0,0,1,0.314194,0.0,0.107143,0.188878,1,1,0.0,0.0,0.0,0.0,0,1
46729320,44,Artificial Intelligence,neutral,train,0.482923,1.0,0.041991,0.571907,3,1,0.0,0.0,0.0,0.0,0,1,0.18593,0.0,0.027513,0.106388,1,1,0.25088,0.0,0.531707,0.21774,1,1
46626860,45,Artificial Intelligence,neutral,train,0.563219,1.0,0.283018,0.652223,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
46449277,46,Artificial Intelligence,neutral,train,0.514232,0.0,0.251505,0.320554,2,0,0.0,0.0,0.0,0.0,0,0,0.174525,0.0,0.095238,0.110274,1,0,0.0,0.0,0.0,0.0,0,0
46443858,47,Artificial Intelligence,neutral,train,0.425169,0.0,0.170935,0.259483,4,0,0.106413,0.0,0.194394,0.087686,3,0,0.209442,0.0,0.222751,0.148606,3,0,0.135819,0.0,0.130786,0.094319,3,0
46440286,48,Artificial Intelligence,neutral,train,0.348177,0.328014,0.192527,0.318781,4,1,0.0,0.0,0.0,0.0,0,1,0.155016,0.0,0.353969,0.138354,2,1,0.17724,0.0,0.640244,0.193519,2,1
46431055,49,Artificial Intelligence,neutral,test,0.385966,0.0,0.040946,0.218423,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
46428650,50,Artificial Intelligence,negative,train,0.408802,0.033415,0.353902,0.287951,3,1,0.067091,0.0,0.091932,0.05069,1,1,0.250715,0.117776,0.602063,0.263536,2,1,0.197686,0.089127,0.402671,0.195866,2,1
46427822,51,Artificial Intelligence,negative,test,0.706521,0.0,0.353501,0.441612,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
46446488,52,Artificial Intelligence,neutral,train,0.464769,0.328633,0.080237,0.366248,4,1,0.125383,0.0,0.14548,0.090783,3,1,0.170317,0.0,0.13,0.113174,2,1,0.096106,0.0,0.04271,0.059265,3,1
46444887,53,Artificial Intelligence,neutral,test,0.414404,0.0,0.094396,0.242082,3,0,0.087825,0.0,0.142045,0.069611,1,0,0.210635,0.0,0.297619,0.160492,3,0,0.215794,0.0,0.452439,0.186553,2,0
46443096,54,Artificial Intelligence,neutral,train,0.554656,0.0,0.580365,0.392116,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
46442802,55,Artificial Intelligence,neutral,test,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
46442425,56,Artificial Intelligence,neutral,train,0.727838,0.0,0.482189,0.472639,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
46439901,57,Artificial Intelligence,neutral,train,0.385966,0.0,0.074503,0.223457,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
46436211,58,Artificial Intelligence,negative,test,0.727838,0.0,0.482189,0.472639,1,0,0.26908,0.0,0.165909,0.17288,1,0,0.419952,0.0,0.09,0.244474,1,0,0.111312,0.0,0.085366,0.074026,1,0
46393258,59,Artificial Intelligence,neutral,test,0.574282,1.0,0.035468,0.621175,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
46329242,60,Artificial Intelligence,neutral,train,0.670192,1.0,0.059684,0.677558,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
46090660,61,Artificial Intelligence,negative,train,0.394306,0.668434,0.223996,0.450998,5,2,0.116511,0.0,0.072614,0.074973,2,2,0.231397,0.0,0.391922,0.186057,3,2,0.197686,0.0,0.379365,0.165632,2,2
45607623,62,Artificial Intelligence,neutral,train,0.511687,0.664235,0.296837,0.525224,4,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,2
45593096,63,Artificial Intelligence,negative,train,0.457298,1.0,0.059805,0.560484,4,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
45431199,64,Artificial Intelligence,negative,test,0.350636,0.0,0.181809,0.220121,3,0,0.161313,0.0,0.137727,0.109381,1,0,0.259831,0.0,0.428571,0.207193,1,0,0.137979,0.0,0.280836,0.118014,1,0
45422816,65,Artificial Intelligence,positive,train,0.518783,0.33282,0.239479,0.421099,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
45422225,66,Artificial Intelligence,neutral,train,0.373473,0.33282,0.249528,0.342685,4,1,0.0,0.0,0.0,0.0,0,1,0.213737,0.0,1.0,0.267555,1,1,0.171849,0.0,0.665505,0.194343,1,1
45421206,67,Artificial Intelligence,neutral,train,0.326207,0.0,0.080969,0.191559,4,0,0.0,0.0,0.0,0.0,0,0,0.230756,0.0,0.135582,0.147253,2,0,0.180861,0.0,0.208333,0.130724,2,0
45416172,68,Artificial Intelligence,neutral,train,0.299355,0.0,0.106347,0.180597,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
45411073,69,Artificial Intelligence,positive,train,0.498956,0.0,0.279393,0.316335,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
45421135,70,Artificial Intelligence,neutral,train,0.727838,0.0,0.241094,0.436475,1,0,0.218598,0.0,0.202273,0.15057,1,0,0.0,0.0,0.0,0.0,0,0,0.176291,0.0,0.239024,0.132814,1,0
45400284,71,Artificial Intelligence,neutral,train,0.420714,0.0,0.151202,0.254073,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
45400204,72,Artificial Intelligence,neutral,test,0.44571,0.0,0.285062,0.2879,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
45398258,73,Artificial Intelligence,neutral,train,0.727838,0.0,0.16073,0.42442,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
45375856,74,Artificial Intelligence,positive,train,0.511907,0.0,0.143094,0.303013,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
44800370,75,Artificial Intelligence,neutral,test,0.342498,0.0,0.108075,0.204585,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
45365864,76,Artificial Intelligence,neutral,train,0.415215,1.0,0.137438,0.548984,4,1,0.165931,0.0,0.503636,0.166807,1,1,0.19276,0.0,0.238095,0.141732,1,1,0.0,0.0,0.0,0.0,0,1
45197881,77,Artificial Intelligence,neutral,train,0.451445,1.0,0.262035,0.5876,4,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.199738,0.0,0.157317,0.133453,2,1
45178989,78,Artificial Intelligence,neutral,train,0.670192,1.0,0.048304,0.675851,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
44970346,79,Artificial Intelligence,positive,train,0.508848,1.0,0.161549,0.604099,4,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
44851673,80,Artificial Intelligence,neutral,train,0.435093,0.662594,0.026252,0.442017,4,2,0.0,0.0,0.0,0.0,0,2,0.184038,0.0,0.088435,0.114486,1,2,0.141013,0.0,0.101045,0.092714,1,2
44851461,81,Artificial Intelligence,neutral,train,0.475424,0.546577,0.128818,0.444779,4,3,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,0,3
44723447,82,Artificial Intelligence,positive,train,0.542716,1.0,0.157749,0.622156,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
44425382,83,Artificial Intelligence,negative,train,0.459595,0.0,0.588375,0.341034,2,0,0.152665,0.0,0.509091,0.160329,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
44417064,84,Artificial Intelligence,neutral,train,0.335164,0.0,0.332047,0.234147,4,0,0.155688,0.0,0.503636,0.161174,1,0,0.235527,0.0,0.666667,0.22954,1,0,0.177088,0.0,0.239838,0.133374,2,0
44415378,85,Artificial Intelligence,negative,train,0.434366,0.0,0.096551,0.253384,3,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
44406376,86,Artificial Intelligence,negative,train,0.399466,0.35076,0.286992,0.367983,5,1,0.120891,0.0,0.148996,0.08884,2,1,0.287693,0.0,0.204127,0.18885,1,1,0.190739,0.0,0.171545,0.130638,2,1
44399707,87,Artificial Intelligence,neutral,train,0.588774,0.0,0.117813,0.341498,3,0,0.532141,0.0,0.028777,0.296994,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
44397874,88,Artificial Intelligence,negative,test,0.540454,0.0,0.062637,0.306645,2,0,0.126074,0.0,0.095076,0.083602,1,0,0.170317,0.0,0.061905,0.10296,1,0,0.213517,0.0,0.367073,0.172496,2,0
44384224,89,Artificial Intelligence,neutral,test,0.530002,0.0,0.038253,0.297239,2,0,0.206444,0.0,0.090114,0.127061,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
44379906,90,Artificial Intelligence,neutral,train,0.491791,0.328014,0.243309,0.405385,4,1,0.228401,0.0,0.431818,0.190393,2,1,0.111957,0.0,0.428571,0.125862,1,1,0.187647,0.0,0.353658,0.156255,1,1
44419960,91,Artificial Intelligence,negative,train,0.366827,0.0,0.206438,0.232721,5,0,0.196494,0.0,0.243475,0.144593,3,0,0.227993,0.0,0.234921,0.160634,3,0,0.138221,0.0,0.203252,0.10651,3,0
44403801,92,Artificial Intelligence,neutral,train,0.428002,0.0,0.387498,0.293526,3,0,0.0,0.0,0.0,0.0,0,0,0.230756,0.0,0.108466,0.143186,1,0,0.180861,0.0,0.166667,0.124474,1,0
44403237,93,Artificial Intelligence,negative,test,0.385631,0.0,0.098924,0.226936,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.487811,0.0,0.057236,0.276881,1,0
44398204,94,Artificial Intelligence,negative,train,0.312485,0.0,0.092925,0.185805,4,0,0.0,0.0,0.0,0.0,0,0,0.168653,0.0,0.119048,0.110616,1,0,0.487811,0.0,0.045789,0.275164,1,0
44384052,95,Artificial Intelligence,neutral,train,0.304447,0.352611,0.271818,0.314002,5,2,0.164083,0.0,0.369489,0.145669,2,2,0.157328,0.0,0.117857,0.104209,2,2,0.110664,0.0,0.142412,0.082227,3,2
44384049,96,Artificial Intelligence,negative,train,0.519591,0.0,0.1485,0.30805,2,0,0.0,0.0,0.0,0.0,0,0,0.188215,0.0,0.114286,0.120661,1,0,0.207735,0.0,0.106341,0.130205,1,0
43741101,97,Artificial Intelligence,negative,train,0.290084,0.328014,0.08565,0.270798,4,2,0.126074,0.0,0.190152,0.097863,1,2,0.265698,0.0,0.168056,0.171342,2,2,0.085342,0.0,0.062195,0.056267,2,2
44227189,98,Artificial Intelligence,neutral,train,0.347053,0.376563,0.151187,0.326526,5,2,0.0,0.0,0.0,0.0,0,2,0.060364,0.0,0.037415,0.038812,1,2,0.0,0.0,0.0,0.0,0,2
44418102,99,Artificial Intelligence,positive,train,0.670192,1.0,0.078186,0.680333,2,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
44364976,100,Artificial Intelligence,neutral,test,0.381759,1.0,0.033919,0.515055,5,1,0.169885,0.0,0.078788,0.105255,1,1,0.0,0.0,0.0,0.0,0,1,0.157274,0.0,0.085976,0.099397,1,1
44309408,101,Artificial Intelligence,neutral,train,0.436504,0.664235,0.175091,0.465611,4,2,0.0,0.0,0.0,0.0,0,2,0.078895,0.0,0.04932,0.05079,1,2,0.166102,0.0,0.115854,0.108734,1,2
44276415,102,Artificial Intelligence,negative,train,0.495395,1.0,0.098354,0.587221,3,1,0.161313,0.0,0.027545,0.092854,1,1,0.259831,0.0,0.085714,0.155764,1,1,0.137979,0.0,0.056167,0.084314,1,1
44095286,103,Artificial Intelligence,neutral,test,0.474148,1.0,0.094184,0.574909,4,1,0.126074,0.0,0.114091,0.086454,1,1,0.170317,0.0,0.074286,0.104817,1,1,0.091968,0.0,0.032195,0.055412,1,1
44085871,104,Artificial Intelligence,neutral,test,0.658716,0.0,0.055717,0.370651,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
44075459,105,Artificial Intelligence,neutral,train,0.556191,1.0,0.202391,0.636264,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
44029009,106,Artificial Intelligence,neutral,train,0.509047,0.664235,0.084072,0.491858,3,2,0.0,0.0,0.0,0.0,0,2,0.078895,0.0,0.09864,0.058188,1,2,0.166102,0.0,0.231708,0.126112,1,2
43540791,107,Artificial Intelligence,neutral,test,0.340717,0.0,0.166163,0.212319,4,0,0.170312,0.0,0.372046,0.149478,2,0,0.19276,0.0,0.059524,0.114947,1,0,0.211086,0.0,0.340209,0.167129,2,0
43538532,108,Artificial Intelligence,neutral,test,0.706521,0.0,0.088375,0.401843,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
43534845,109,Artificial Intelligence,neutral,train,0.303278,0.0,0.554573,0.249989,2,0,0.126074,0.0,0.190152,0.097863,1,0,0.170317,0.0,0.12381,0.112246,1,0,0.091968,0.0,0.053659,0.058631,1,0
43523937,110,Artificial Intelligence,neutral,train,0.368857,0.0,0.402693,0.263275,3,0,0.202092,0.0,0.596364,0.200605,1,0,0.144339,0.0,0.142857,0.100815,1,0,0.129372,0.0,0.307317,0.117252,1,0
43511008,111,Artificial Intelligence,positive,train,0.545088,0.33282,0.308239,0.44588,3,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
43506960,112,Artificial Intelligence,negative,train,0.399079,0.0,0.103021,0.234946,3,0,0.243235,0.0,0.078182,0.145507,1,0,0.216016,0.0,0.138889,0.139642,1,0,0.135224,0.0,0.176829,0.100898,1,0
43502563,113,Artificial Intelligence,neutral,train,0.437646,0.0,0.299618,0.285648,2,0,0.243235,0.0,0.312727,0.180688,1,0,0.216016,0.0,0.555556,0.202142,1,0,0.135224,0.0,0.707317,0.180471,1,0
43539535,114,Artificial Intelligence,neutral,train,0.377399,0.0,0.505558,0.283403,3,0,0.219328,0.0,0.452728,0.18854,2,0,0.128148,0.0,0.178571,0.097267,2,0,0.129372,0.0,0.307317,0.117252,1,0
43524234,115,Artificial Intelligence,negative,train,0.517804,0.325886,0.524511,0.461235,2,1,0.132088,0.0,0.284091,0.115262,1,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0,1
43518664,116,Artificial Intelligence,negative,train,0.46343,0.0,0.312801,0.301807,4,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
43516422,117,Artificial Intelligence,neutral,test,0.519591,0.0,0.162476,0.310146,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
43511245,118,Artificial Intelligence,neutral,train,0.332972,0.0,0.094197,0.197264,3,0,0.165931,0.0,0.167879,0.116444,1,0,0.19276,0.0,0.079365,0.117923,1,0,0.057805,0.0,0.004994,0.032542,1,0
43507222,119,Artificial Intelligence,negative,train,0.281968,0.37659,0.09438,0.282216,7,1,0.126074,0.0,0.112054,0.086149,2,1,0.165389,0.0,0.088588,0.104252,4,1,0.114424,0.0,0.043181,0.069411,4,1
43490774,120,Artificial Intelligence,negative,train,0.49647,0.0,0.269758,0.313522,2,0,0.192609,0.0,0.168818,0.131258,2,0,0.056834,0.0,0.083333,0.043759,1,0,0.173047,0.0,0.25,0.132676,1,0
43489492,121,Artificial Intelligence,negative,train,0.404882,0.0,0.30669,0.268689,3,0,0.104872,0.0,0.079091,0.069543,2,0,0.200468,0.0,0.154762,0.133472,1,0,0.121556,0.0,0.059756,0.075819,1,0
