item_id,post_id,topic,created_at,url,text_preview,annotator_1,annotator_2,annotator_3,annotator_4,final_sentiment,valid_annotation_count,invalid_annotation_count
205,39867755,Artificial Intelligence,2024-03-29T19:03:56Z,https://news.ycombinator.com/item?id=39867755,OpenAI TTS is very competitively priced: $15/1M chars.,neutral,positive,neutral,positive,manual_review,4,0
206,39847676,Artificial Intelligence,2024-03-28T04:06:12Z,https://news.ycombinator.com/item?id=39847676,Probably OpenAI running on Azure. But it was still convoluted.,negative,neutral,neutral,negative,manual_review,4,0
207,39825078,Artificial Intelligence,2024-03-26T07:34:18Z,https://news.ycombinator.com/item?id=39825078,"OpenAI lured everyone away from Google with way higher pay.<p><a href=""https://www.linkedin.com/posts/eolver_googles-defense-against-openai-talent-grab-activity-7155229581942095872-Gqgs"" rel=""nofollow"">https://www.linkedin.com/posts/eolver_googles-defense-agains...</a>",positive,neutral,positive,neutral,manual_review,4,0
226,38773902,Artificial Intelligence,2023-12-26T17:42:04Z,https://news.ycombinator.com/item?id=38773902,The new click bait is openai negativity,negative,neutral,neutral,negative,manual_review,4,0
239,38585640,Artificial Intelligence,2023-12-09T20:23:48Z,https://news.ycombinator.com/item?id=38585640,"I like to think of it as ""Good Game, Machine Learning""",neutral,positive,neutral,positive,manual_review,4,0
241,37718524,Artificial Intelligence,2023-09-30T18:50:33Z,https://news.ycombinator.com/item?id=37718524,More of a reason for ChatGPT to disrupt Google Search.,neutral,neutral,positive,positive,manual_review,4,0
245,37681016,Artificial Intelligence,2023-09-27T20:42:26Z,https://news.ycombinator.com/item?id=37681016,Less and less every day. Now they are using ChatGPT.,neutral,negative,neutral,negative,manual_review,4,0
249,37676648,Artificial Intelligence,2023-09-27T15:59:39Z,https://news.ycombinator.com/item?id=37676648,>Are OpenAI employees unloading at the moment of peak AI hype?,negative,neutral,negative,neutral,manual_review,4,0
254,48741668,Cryptocurrency,2026-07-01T02:30:45Z,https://news.ycombinator.com/item?id=48741668,Which is an obvious falsehood for both bitcoin and AI.,neutral,negative,neutral,negative,manual_review,4,0
267,48648738,Cryptocurrency,2026-06-23T17:57:56Z,https://news.ycombinator.com/item?id=48648738,I just directed my cats to make a cryptocurrency.,negative,neutral,negative,neutral,manual_review,4,0
271,48767484,Cryptocurrency,2026-07-02T21:17:32Z,https://news.ycombinator.com/item?id=48767484,Cryptography engineers are not excluded from being lazy sysadmins.,negative,neutral,neutral,negative,manual_review,4,0
275,48743512,Cryptocurrency,2026-07-01T07:49:46Z,https://news.ycombinator.com/item?id=48743512,"With crypto, how would you know where the money is really from?",negative,neutral,neutral,negative,manual_review,4,0
286,47547336,Cryptocurrency,2026-03-27T19:47:36Z,https://news.ycombinator.com/item?id=47547336,"Hey Claude,<p>Do some research and write a paper about breaking Bitcoin.",negative,neutral,neutral,negative,manual_review,4,0
288,47541748,Cryptocurrency,2026-03-27T12:12:25Z,https://news.ycombinator.com/item?id=47541748,"Same energy as ""buy bitcoin"" in 2011",negative,neutral,negative,neutral,manual_review,4,0
298,47531362,Cryptocurrency,2026-03-26T15:02:57Z,https://news.ycombinator.com/item?id=47531362,we already had cryptocurrency and gambling for that,neutral,neutral,negative,negative,manual_review,4,0
304,46917869,Cryptocurrency,2026-02-06T20:42:33Z,https://news.ycombinator.com/item?id=46917869,The alternative explanation that he is against cryptocurrency actually is true.,neutral,neutral,negative,negative,manual_review,4,0
308,47539441,Cryptocurrency,2026-03-27T05:48:33Z,https://news.ycombinator.com/item?id=47539441,Same as Block booking crypto trades as revenue.,neutral,neutral,negative,negative,manual_review,4,0
324,46194765,Cryptocurrency,2025-12-08T17:05:29Z,https://news.ycombinator.com/item?id=46194765,Ethereum seems useful as well. But that's about it,neutral,neutral,negative,negative,manual_review,4,0
326,45910954,Cryptocurrency,2025-11-13T05:11:56Z,https://news.ycombinator.com/item?id=45910954,"<a href=""https://en.wikipedia.org/wiki/Tornado_Cash"" rel=""nofollow"">https://en.wikipedia.org/wiki/Tornado_Cash</a><p>Ethereum has entered the chat",neutral,neutral,negative,negative,manual_review,4,0
333,46240693,Cryptocurrency,2025-12-12T03:49:39Z,https://news.ycombinator.com/item?id=46240693,"There's no such thing as a ""stablecoin."" There is only cryptocurrency.",neutral,neutral,negative,negative,manual_review,4,0
334,46431403,Cryptocurrency,2025-12-30T09:50:09Z,https://news.ycombinator.com/item?id=46431403,So I guess the crypto exodus to AI is paying off.,neutral,neutral,negative,negative,manual_review,4,0
335,46431385,Cryptocurrency,2025-12-30T09:48:06Z,https://news.ycombinator.com/item?id=46431385,The crypto bros switched over to AI.,neutral,neutral,negative,negative,manual_review,4,0
338,46363221,Cryptocurrency,2025-12-23T07:30:33Z,https://news.ycombinator.com/item?id=46363221,To solve crypto sudokus I would say it's a lot.,negative,neutral,neutral,negative,manual_review,4,0
342,46200037,Cryptocurrency,2025-12-09T01:03:00Z,https://news.ycombinator.com/item?id=46200037,Stake also secures blockchain and doesn't waste energy.,neutral,neutral,positive,positive,manual_review,4,0
359,44529932,Cryptocurrency,2025-07-11T09:07:32Z,https://news.ycombinator.com/item?id=44529932,"Again, you mean ""if Ethereum was"". You're conflating things.",neutral,neutral,negative,negative,manual_review,4,0
360,45399472,Cryptocurrency,2025-09-27T21:29:52Z,https://news.ycombinator.com/item?id=45399472,"You mean like cryptocurrency bros naming something ""web 3.0""?",neutral,neutral,negative,negative,manual_review,4,0
367,44885515,Cryptocurrency,2025-08-13T07:17:56Z,https://news.ycombinator.com/item?id=44885515,"Oh, I would add cryptocurrencies and NFTs to that list.",neutral,neutral,negative,negative,manual_review,4,0
368,45430682,Cryptocurrency,2025-09-30T20:15:53Z,https://news.ycombinator.com/item?id=45430682,There is still time to buy some Trump crypto,neutral,neutral,negative,negative,manual_review,4,0
373,45424639,Cryptocurrency,2025-09-30T12:32:27Z,https://news.ycombinator.com/item?id=45424639,Or it could also be like blockchain and nfts...,neutral,neutral,negative,negative,manual_review,4,0
376,45381254,Cryptocurrency,2025-09-26T00:53:14Z,https://news.ycombinator.com/item?id=45381254,They want to reinvent flattr but this time on the blockchain.,neutral,neutral,negative,negative,manual_review,4,0
389,43697862,Cryptocurrency,2025-04-15T20:16:18Z,https://news.ycombinator.com/item?id=43697862,We've known this since Ethereum forked in the DAO debacle.,neutral,neutral,negative,negative,manual_review,4,0
391,43542455,Cryptocurrency,2025-04-01T03:16:08Z,https://news.ycombinator.com/item?id=43542455,"There's also the Ethereum foundation, if that's your jive.",neutral,neutral,negative,negative,manual_review,4,0
394,44119213,Cryptocurrency,2025-05-28T18:39:20Z,https://news.ycombinator.com/item?id=44119213,I work in applied cryptography and XMR is my preferred cryptocurrency.,neutral,neutral,positive,positive,manual_review,4,0
397,44058783,Cryptocurrency,2025-05-22T04:26:05Z,https://news.ycombinator.com/item?id=44058783,There should be a cryptocurrency powered by everyone mining their own business.,neutral,neutral,positive,positive,manual_review,4,0
402,44398086,Cryptocurrency,2025-06-27T16:25:26Z,https://news.ycombinator.com/item?id=44398086,"Quick, we need a new Cryptonomicon, in space!",neutral,neutral,positive,positive,manual_review,4,0
414,43468097,Cryptocurrency,2025-03-25T04:20:16Z,https://news.ycombinator.com/item?id=43468097,"Yes, revalue gold. No, do not buy bitcoin with it.",neutral,neutral,negative,negative,manual_review,4,0
416,43422781,Cryptocurrency,2025-03-20T13:14:05Z,https://news.ycombinator.com/item?id=43422781,We're close to finding a clear use-case for Bitcoin with this one.,neutral,neutral,positive,positive,manual_review,4,0
417,43192117,Cryptocurrency,2025-02-27T07:20:46Z,https://news.ycombinator.com/item?id=43192117,so what will you do now? fork ethereum again like last time?,neutral,neutral,negative,negative,manual_review,4,0
419,43060582,Cryptocurrency,2025-02-15T18:01:49Z,https://news.ycombinator.com/item?id=43060582,How is Bitcoin and Ethereum not a pump and dump scheme?,negative,negative,neutral,neutral,manual_review,4,0
422,43478454,Cryptocurrency,2025-03-26T03:05:01Z,https://news.ycombinator.com/item?id=43478454,Can we force the bots to mine cryptocurrency?,neutral,neutral,negative,negative,manual_review,4,0
423,43450273,Cryptocurrency,2025-03-23T01:41:07Z,https://news.ycombinator.com/item?id=43450273,Sounds a lot like most cryptocurrency exchanges.,neutral,neutral,negative,negative,manual_review,4,0
436,43510982,Cryptocurrency,2025-03-28T23:25:34Z,https://news.ycombinator.com/item?id=43510982,And now the crypto is going to be <i>in</i> the banks.,neutral,neutral,negative,negative,manual_review,4,0
437,43510879,Cryptocurrency,2025-03-28T23:09:50Z,https://news.ycombinator.com/item?id=43510879,I remember when the entire point of crypto was to avoid banks,neutral,neutral,negative,negative,manual_review,4,0
450,42463564,Cryptocurrency,2024-12-19T17:17:20Z,https://news.ycombinator.com/item?id=42463564,They'll most likely be using the IMF loan to buy more bitcoin.,neutral,neutral,negative,negative,manual_review,4,0
455,42147299,Cryptocurrency,2024-11-15T14:36:55Z,https://news.ycombinator.com/item?id=42147299,Ethereum is more widely adopted and vastly more robust/decentralized.,neutral,neutral,positive,positive,manual_review,4,0
475,42432490,Cryptocurrency,2024-12-16T16:25:46Z,https://news.ycombinator.com/item?id=42432490,It stands for Mquantum-blockchain-self-driving-social-cloud Internet of Things.,neutral,neutral,negative,negative,manual_review,4,0
483,41623339,Cryptocurrency,2024-09-23T07:30:21Z,https://news.ycombinator.com/item?id=41623339,What about the Bitcoin blockchain is broken in your opinion?,negative,negative,neutral,neutral,manual_review,4,0
485,41601607,Cryptocurrency,2024-09-20T13:05:29Z,https://news.ycombinator.com/item?id=41601607,"Seriously, it looks like they just mine bitcoins :)",neutral,neutral,negative,negative,manual_review,4,0
507,41677402,Cryptocurrency,2024-09-28T02:25:36Z,https://news.ycombinator.com/item?id=41677402,Your blog will be compatible with the blockchain!,neutral,neutral,positive,positive,manual_review,4,0
516,40833318,Cryptocurrency,2024-06-29T20:59:44Z,https://news.ycombinator.com/item?id=40833318,15 years ago? Just buy bitcoin,neutral,neutral,negative,negative,manual_review,4,0
526,48764902,Climate Change,2026-07-02T17:43:06Z,https://news.ycombinator.com/item?id=48764902,<p><pre><code> and probably unaffected from climate change </code></pre> No place is unaffected.,neutral,neutral,negative,negative,manual_review,4,0
527,48754743,Climate Change,2026-07-02T00:03:13Z,https://news.ycombinator.com/item?id=48754743,"You know climate change isn't just places getting hotter, right?",neutral,neutral,negative,negative,manual_review,4,0
550,47254408,Climate Change,2026-03-04T21:48:46Z,https://news.ycombinator.com/item?id=47254408,"Climate change and pollution, and yes they do.",neutral,neutral,positive,positive,manual_review,4,0
557,46980209,Climate Change,2026-02-11T20:11:37Z,https://news.ycombinator.com/item?id=46980209,An effective way to cut carbon emissions before feedback loops are triggered,neutral,neutral,positive,positive,manual_review,4,0
562,47459561,Climate Change,2026-03-20T19:39:28Z,https://news.ycombinator.com/item?id=47459561,"Well then that's good for the US renewable energy sector, no?",neutral,neutral,positive,positive,manual_review,4,0
571,46207928,Climate Change,2025-12-09T17:41:51Z,https://news.ycombinator.com/item?id=46207928,Shouldn’t there be more doom and gloom climate change headlines.,negative,negative,neutral,neutral,manual_review,4,0
574,46013337,Climate Change,2025-11-22T09:08:42Z,https://news.ycombinator.com/item?id=46013337,And why?<p>Climate change (no rain) but especially bad water mgt.,negative,negative,neutral,neutral,manual_review,4,0
589,46268651,Climate Change,2025-12-15T00:09:59Z,https://news.ycombinator.com/item?id=46268651,Guess where the fossil fuels came from...?,neutral,neutral,negative,negative,manual_review,4,0
618,44258844,Climate Change,2025-06-12T15:21:16Z,https://news.ycombinator.com/item?id=44258844,Climate change was still a distant worry too,negative,neutral,negative,neutral,manual_review,4,0
635,43330274,Climate Change,2025-03-11T08:11:12Z,https://news.ycombinator.com/item?id=43330274,Also the best model (current reality) is showing climate change!,negative,neutral,neutral,negative,manual_review,4,0
639,43066467,Climate Change,2025-02-16T08:46:28Z,https://news.ycombinator.com/item?id=43066467,so in practice climate change is de-facto off limits,neutral,neutral,negative,negative,manual_review,4,0
649,42897135,Climate Change,2025-02-01T09:29:56Z,https://news.ycombinator.com/item?id=42897135,"Source is a pro fossil fuels think tank. <a href=""https://en.m.wikipedia.org/wiki/Texas_Public_Policy_Foundation"" rel=""nofollow"">https://en.m.wikipedia.org/wiki/Texas_Public_Policy_Foundati...</a>",neutral,negative,neutral,negative,manual_review,4,0
653,42224036,Climate Change,2024-11-23T21:24:01Z,https://news.ycombinator.com/item?id=42224036,That was addressed to those that do not deny climate change.,negative,neutral,negative,neutral,manual_review,4,0
678,41673918,Climate Change,2024-09-27T18:18:20Z,https://news.ycombinator.com/item?id=41673918,*more effective tool for battling airline contributions to global warming...,neutral,neutral,negative,negative,manual_review,4,0
680,41438185,Climate Change,2024-09-03T19:18:16Z,https://news.ycombinator.com/item?id=41438185,Than global warming and CO2 emissions?!,neutral,neutral,negative,negative,manual_review,4,0
681,41368317,Climate Change,2024-08-27T15:01:06Z,https://news.ycombinator.com/item?id=41368317,"Actually, global warming is making Japan get more rain.",neutral,neutral,negative,negative,manual_review,4,0
682,41121324,Climate Change,2024-07-31T17:38:47Z,https://news.ycombinator.com/item?id=41121324,"Looks like global warming is killing the horseshoe crabs too.<p><a href=""https://www.sciencedaily.com/releases/2010/08/100830131344.htm"" rel=""nofollow"">https://www.sciencedaily.com/releases/2010/08/100830131344.h...</a>",neutral,neutral,negative,negative,manual_review,4,0
688,41361735,Climate Change,2024-08-26T20:32:14Z,https://news.ycombinator.com/item?id=41361735,Because they lobby against advancement of renewable energy?,neutral,neutral,negative,negative,manual_review,4,0
695,40805329,Climate Change,2024-06-26T22:30:52Z,https://news.ycombinator.com/item?id=40805329,This isn't blaming ruminants for climate change. It's just proper accounting.,negative,neutral,negative,neutral,manual_review,4,0
703,40820577,Climate Change,2024-06-28T13:48:17Z,https://news.ycombinator.com/item?id=40820577,Is there anything global warming can't do?,neutral,neutral,negative,negative,manual_review,4,0
715,40761973,Climate Change,2024-06-22T20:36:28Z,https://news.ycombinator.com/item?id=40761973,AI displaces humans (and thereby their consumption of fossil fuels),neutral,neutral,negative,negative,manual_review,4,0
722,40145610,Climate Change,2024-04-24T15:32:59Z,https://news.ycombinator.com/item?id=40145610,"66% maximum fossil fuel usage last year: <a href=""https://www.carbonbrief.org/analysis-fossil-fuels-fall-to-record-low-2-4-of-british-electricity/"" rel=""nofollow"">https://www.carbonbrief.org/analysis-fossil-fuels-fall-to-re...</a>",neutral,neutral,negative,negative,manual_review,4,0
729,39878293,Climate Change,2024-03-30T20:26:57Z,https://news.ycombinator.com/item?id=39878293,"Refrigerants contribute to global warming, no?",negative,neutral,negative,neutral,manual_review,4,0
731,39634574,Climate Change,2024-03-07T21:06:18Z,https://news.ycombinator.com/item?id=39634574,"Global warming is causing climate change.<p><a href=""https://www.kbzk.com/cnn-world/2019/03/02/is-it-climate-change-or-global-warming-how-science-and-a-secret-memo-shaped-the-answer/"" rel=""nofollow"">https://www.kbzk.com/cnn-world/2019/03/02/is-it-climate-chan...</a>",negative,neutral,negative,neutral,manual_review,4,0
733,38857461,Climate Change,2024-01-03T18:12:29Z,https://news.ycombinator.com/item?id=38857461,On a planet undergoing global warming.,negative,neutral,negative,neutral,manual_review,4,0
735,39109066,Climate Change,2024-01-23T20:11:24Z,https://news.ycombinator.com/item?id=39109066,Fluorinerts with very low global warming potentials have been invented since then.,neutral,neutral,positive,positive,manual_review,4,0
737,39226586,Climate Change,2024-02-02T08:51:57Z,https://news.ycombinator.com/item?id=39226586,"EVs don't ""eliminate as much carbon emissions from transportation as possible"".",neutral,neutral,negative,negative,manual_review,4,0
748,38820344,Climate Change,2023-12-30T23:30:18Z,https://news.ycombinator.com/item?id=38820344,Hey man with climate change anything is possible.,negative,neutral,negative,neutral,manual_review,4,0
750,38795520,Climate Change,2023-12-28T17:01:48Z,https://news.ycombinator.com/item?id=38795520,Methane and coal is the largest driver of climate change,negative,neutral,negative,neutral,manual_review,4,0
768,38805943,Climate Change,2023-12-29T15:28:19Z,https://news.ycombinator.com/item?id=38805943,And a great deal of what's sent by ship is... fossil fuels!,negative,neutral,neutral,negative,manual_review,4,0
778,37603442,Climate Change,2023-09-21T20:02:45Z,https://news.ycombinator.com/item?id=37603442,"Something like ""climate change is a liberal hoax""?",neutral,neutral,negative,negative,manual_review,4,0
780,37602178,Climate Change,2023-09-21T18:48:31Z,https://news.ycombinator.com/item?id=37602178,"You think they will all be dead by 2033, from climate change?",negative,neutral,neutral,negative,manual_review,4,0
781,37534976,Climate Change,2023-09-16T14:19:04Z,https://news.ycombinator.com/item?id=37534976,"> Human-caused climate change is a myth<p>No, it's not.",negative,neutral,neutral,negative,manual_review,4,0
799,48647688,Cybersecurity,2026-06-23T16:45:29Z,https://news.ycombinator.com/item?id=48647688,And at least The Room didn't enable ransomware.,neutral,neutral,negative,negative,manual_review,4,0
800,48537143,Cybersecurity,2026-06-15T05:58:44Z,https://news.ycombinator.com/item?id=48537143,It <i>does</i> seem a lot like ransomware.,negative,neutral,neutral,negative,manual_review,4,0
802,48111980,Cybersecurity,2026-05-12T18:08:37Z,https://news.ycombinator.com/item?id=48111980,"Iran, Russia and North Korea are the biggest sources of ransomware.",negative,neutral,neutral,negative,manual_review,4,0
811,48738384,Cybersecurity,2026-06-30T19:56:53Z,https://news.ycombinator.com/item?id=48738384,"""warm nostalgia"" ""reformatting C drives due to malware""<p>Processing error.",negative,neutral,neutral,negative,manual_review,4,0
812,48640457,Cybersecurity,2026-06-23T04:49:56Z,https://news.ycombinator.com/item?id=48640457,"This sounds like a prime new vector for malware, ironically.",negative,neutral,neutral,negative,manual_review,4,0
822,46510261,Cybersecurity,2026-01-06T09:19:23Z,https://news.ycombinator.com/item?id=46510261,Change HealthCare also faced $22M ransomware attack due to missing MFA.,negative,neutral,negative,neutral,manual_review,4,0
830,47553971,Cybersecurity,2026-03-28T12:30:22Z,https://news.ycombinator.com/item?id=47553971,"Let security researchers, staff and automated malware scanners take a bite first.",negative,neutral,neutral,negative,manual_review,4,0
840,45972261,Cybersecurity,2025-11-18T21:20:29Z,https://news.ycombinator.com/item?id=45972261,Win10 has got to cost less than a single ransomware attack.,negative,neutral,neutral,negative,manual_review,4,0
841,45915000,Cybersecurity,2025-11-13T14:03:23Z,https://news.ycombinator.com/item?id=45915000,So you <i>obviously</i> put “ransomware payment” in the books.,neutral,negative,neutral,negative,manual_review,4,0
842,45777347,Cybersecurity,2025-10-31T22:25:15Z,https://news.ycombinator.com/item?id=45777347,80 percent of ransomware attacks are <i>AI-assisted</i> sounds more likely,negative,neutral,neutral,negative,manual_review,4,0
861,44505390,Cybersecurity,2025-07-09T01:01:45Z,https://news.ycombinator.com/item?id=44505390,I did come to enjoy Arctic Wolf's approach to Cybersecurity training.,neutral,positive,neutral,positive,manual_review,4,0
868,45411153,Cybersecurity,2025-09-29T07:24:53Z,https://news.ycombinator.com/item?id=45411153,"Billions of people use android phones without malware, you are exagerating slightly.",negative,neutral,neutral,negative,manual_review,4,0
879,44418524,Cybersecurity,2025-06-30T02:09:37Z,https://news.ycombinator.com/item?id=44418524,Or don't play games that behave indistinguishably from ransomware.,neutral,neutral,negative,negative,manual_review,4,0
885,44183701,Cybersecurity,2025-06-04T18:06:09Z,https://news.ycombinator.com/item?id=44183701,Don't worry. Just monitor the rate at which data breaches are happening.,neutral,negative,neutral,negative,manual_review,4,0
888,44416465,Cybersecurity,2025-06-29T21:13:03Z,https://news.ycombinator.com/item?id=44416465,The presence of a Russian keyboard makes it attractive to NSA malware..,negative,neutral,neutral,negative,manual_review,4,0
894,44194645,Cybersecurity,2025-06-05T18:53:53Z,https://news.ycombinator.com/item?id=44194645,Fully open source malware via f-droid's automated builds. That's some popcorn.,negative,neutral,neutral,negative,manual_review,4,0
897,43398898,Cybersecurity,2025-03-18T12:57:41Z,https://news.ycombinator.com/item?id=43398898,Wow. That's a huge amount for Cybersecurity.,neutral,positive,neutral,positive,manual_review,4,0
898,43398194,Cybersecurity,2025-03-18T11:32:24Z,https://news.ycombinator.com/item?id=43398194,Israelis constantly dominating the cybersecurity industry..damn,neutral,neutral,negative,negative,manual_review,4,0
909,43399662,Cybersecurity,2025-03-18T14:12:51Z,https://news.ycombinator.com/item?id=43399662,Gemini cyberattack exploit capabilities about to become better,negative,neutral,neutral,negative,manual_review,4,0
911,43485859,Cybersecurity,2025-03-26T19:16:16Z,https://news.ycombinator.com/item?id=43485859,Malware in a crypto-related JavaScript package. <i>Surprised Pikachu face</i>,neutral,negative,neutral,negative,manual_review,4,0
913,43467825,Cybersecurity,2025-03-25T03:20:04Z,https://news.ycombinator.com/item?id=43467825,Simply rename the device “malware” at this point.,neutral,negative,neutral,negative,manual_review,4,0
931,42164627,Cybersecurity,2024-11-17T15:22:43Z,https://news.ycombinator.com/item?id=42164627,That will be a whole new level of malware attack angle.,negative,neutral,neutral,negative,manual_review,4,0
932,42041149,Cybersecurity,2024-11-04T13:05:00Z,https://news.ycombinator.com/item?id=42041149,"Beware that you are spreading malware through <a href=""https://git.makr.io/"" rel=""nofollow"">https://git.makr.io/</a>",neutral,negative,neutral,negative,manual_review,4,0
943,41008053,Cybersecurity,2024-07-19T16:19:50Z,https://news.ycombinator.com/item?id=41008053,"Computers hit by ransomware are also inoperable, and ransomware is wildly prevalent.",negative,neutral,negative,neutral,manual_review,4,0
949,40950355,Cybersecurity,2024-07-12T23:18:15Z,https://news.ycombinator.com/item?id=40950355,Penalties would also incentivise businesses to hide data breaches.,negative,negative,neutral,neutral,manual_review,4,0
955,41630363,Cybersecurity,2024-09-23T20:47:33Z,https://news.ycombinator.com/item?id=41630363,"And so, Kasperskys final act was to operate as overt malware",neutral,negative,neutral,negative,manual_review,4,0
977,40108314,Cybersecurity,2024-04-21T19:11:43Z,https://news.ycombinator.com/item?id=40108314,The global cyber attack surface area is about to double (at least)!,neutral,negative,neutral,negative,manual_review,4,0
981,40715823,Cybersecurity,2024-06-18T09:57:06Z,https://news.ycombinator.com/item?id=40715823,Next Iteration: malware checks for scarecrow and starts anyways ^^,negative,neutral,neutral,negative,manual_review,4,0
986,39779175,Cybersecurity,2024-03-21T14:50:06Z,https://news.ycombinator.com/item?id=39779175,cybercriminal organizations pull way more $ than cybersecurity firms do,negative,neutral,neutral,negative,manual_review,4,0
995,39145779,Cybersecurity,2024-01-26T18:10:46Z,https://news.ycombinator.com/item?id=39145779,Maybe both Ukraine and Russia have weaponized their ransomware gangs?,negative,neutral,neutral,negative,manual_review,4,0
